my_rowid,current_status,timestamp_created,threshold,interpreter_class,interpreter_class2,interpreter_certainty,interpreter_certainty2,interpreter_class_id,interpreter_class2_id,certainty_threshold
323,evaluated,2022-02-12 11:08:21.082720,2000,music,ambience,76,18,3,0,50
324,evaluated,2022-02-12 11:08:23.408777,2000,ambience,music,60,35,0,3,50
325,evaluated,2022-02-12 11:08:25.455513,2000,ambience,music,58,37,0,3,50
326,evaluated,2022-02-12 11:08:31.054286,2000,footsteps,ambience,54,38,1,0,50
327,evaluated,2022-02-12 11:08:39.825080,2000,ambience,music,68,24,0,3,50
328,deleted,2022-02-12 11:08:43.249116,2000,horn,music,47,35,2,3,50
329,evaluated,2022-02-12 11:08:49.246383,2000,music,ambience,94,4,3,0,50
330,evaluated,2022-02-12 11:08:57.492255,2000,horn,ambience,86,8,2,0,50
331,evaluated,2022-02-12 11:09:01.266988,2000,ambience,footsteps,87,9,0,1,50
332,deleted,2022-02-12 11:09:06.438940,2000,music,ambience,44,29,3,0,50
333,evaluated,2022-02-12 11:09:07.584295,2000,music,ambience,82,14,3,0,50
334,evaluated,2022-02-12 11:09:09.786866,2000,music,ambience,83,10,3,0,50
335,evaluated,2022-02-12 11:09:12.132529,2000,ambience,music,92,4,0,3,50
336,evaluated,2022-02-12 11:09:15.835799,2000,ambience,footsteps,71,26,0,1,50
337,evaluated,2022-02-12 11:09:19.633336,2000,ambience,music,79,17,0,3,50
338,evaluated,2022-02-12 11:09:21.455676,2000,music,ambience,54,42,3,0,50
339,evaluated,2022-02-12 11:09:27.428442,2000,music,ambience,83,12,3,0,50
340,evaluated,2022-02-12 11:09:49.643224,2000,ambience,music,96,3,0,3,50
341,evaluated,2022-02-12 11:10:27.701256,2000,music,ambience,94,3,3,0,50
342,evaluated,2022-02-12 11:10:28.799546,2000,music,horn,99,0,3,2,50
343,evaluated,2022-02-12 11:10:39.219891,2000,music,horn,78,11,3,2,50
344,evaluated,2022-02-12 11:11:04.282104,2000,ambience,music,50,23,0,3,50
345,deleted,2022-02-12 11:11:08.309677,2000,ambience,horn,45,21,0,2,50
346,evaluated,2022-02-12 11:11:10.781351,2000,music,ambience,71,21,3,0,50
347,evaluated,2022-02-12 11:11:14.205326,2000,ambience,footsteps,88,10,0,1,50
348,evaluated,2022-02-12 11:11:21.501607,2000,ambience,horn,54,40,0,2,50
349,evaluated,2022-02-12 11:11:37.044697,2000,music,ambience,85,8,3,0,50
350,deleted,2022-02-12 11:11:40.666726,2000,music,ambience,47,39,3,0,50
351,evaluated,2022-02-12 11:11:57.761439,2000,music,ambience,85,13,3,0,50
352,evaluated,2022-02-12 11:12:04.183004,2000,ambience,horn,94,3,0,2,50
353,evaluated,2022-02-12 11:12:09.880031,2000,music,ambience,80,14,3,0,50
354,evaluated,2022-02-12 11:12:11.651177,2000,ambience,music,97,1,0,3,50
355,evaluated,2022-02-12 11:12:13.878646,2000,ambience,footsteps,66,15,0,1,50
356,deleted,2022-02-12 11:12:16.828441,2000,footsteps,ambience,49,43,1,0,50
357,evaluated,2022-02-12 11:12:18.826242,2000,music,ambience,95,1,3,0,50
358,evaluated,2022-02-12 11:12:25.175225,2000,ambience,footsteps,82,10,0,1,50
359,evaluated,2022-02-12 11:12:31.723166,2000,ambience,music,76,16,0,3,50
360,deleted,2022-02-12 11:12:48.363377,2000,ambience,music,41,25,0,3,50
361,evaluated,2022-02-12 11:12:52.659476,2000,music,ambience,81,12,3,0,50
362,evaluated,2022-02-12 11:12:56.184939,2000,footsteps,ambience,89,10,1,0,50
363,evaluated,2022-02-12 11:12:58.932625,2000,music,ambience,79,17,3,0,50
364,deleted,2022-02-12 11:13:00.806965,2000,music,ambience,48,37,3,0,50
365,evaluated,2022-02-12 11:13:02.230947,2000,music,horn,92,4,3,2,50
366,evaluated,2022-02-12 11:13:03.755782,2000,music,horn,69,24,3,2,50
367,evaluated,2022-02-12 11:13:08.078994,2000,ambience,footsteps,89,7,0,1,50
368,evaluated,2022-02-12 11:13:17.748697,2000,music,ambience,62,28,3,0,50
369,evaluated,2022-02-12 11:13:21.324725,2000,ambience,footsteps,85,13,0,1,50
370,evaluated,2022-02-12 11:13:40.540475,2000,ambience,footsteps,58,36,0,1,50
371,evaluated,2022-02-12 11:13:42.188595,2000,music,ambience,94,5,3,0,50
372,evaluated,2022-02-12 11:13:43.361125,2000,music,footsteps,99,0,3,1,50
373,evaluated,2022-02-12 11:13:45.433506,2000,music,ambience,97,1,3,0,50
374,evaluated,2022-02-12 11:13:48.033981,2000,music,ambience,98,1,3,0,50
375,evaluated,2022-02-12 11:13:50.434439,2000,music,ambience,99,0,3,0,50
376,evaluated,2022-02-12 11:13:54.279789,2000,ambience,footsteps,89,7,0,1,50
377,evaluated,2022-02-12 11:14:04.253669,2000,ambience,footsteps,81,14,0,1,50
378,evaluated,2022-02-12 11:14:07.227879,2000,ambience,footsteps,51,43,0,1,50
379,evaluated,2022-02-12 11:14:32.414036,2000,music,ambience,96,3,3,0,50
380,evaluated,2022-02-12 11:14:35.463637,2000,music,footsteps,87,8,3,1,50
381,evaluated,2022-02-12 11:14:36.638195,2000,music,shout,99,0,3,4,50
382,deleted,2022-02-12 11:14:49.531465,2000,ambience,music,47,41,0,3,50
383,evaluated,2022-02-12 11:15:18.145005,2000,footsteps,ambience,98,1,1,0,50
384,evaluated,2022-02-12 11:15:22.815616,2000,footsteps,ambience,68,31,1,0,50
385,evaluated,2022-02-12 11:15:27.265592,2000,ambience,footsteps,53,24,0,1,50
386,deleted,2022-02-12 11:15:29.589233,2000,music,ambience,49,32,3,0,50
387,evaluated,2022-02-12 11:15:52.177656,2000,footsteps,ambience,53,41,1,0,50
388,evaluated,2022-02-12 11:15:55.327082,2000,ambience,horn,96,2,0,2,50
389,evaluated,2022-02-12 11:16:52.951158,2000,music,horn,91,4,3,2,50
390,evaluated,2022-02-12 11:16:57.547869,2000,ambience,music,93,5,0,3,50
391,evaluated,2022-02-12 11:16:59.923152,2000,ambience,music,90,6,0,3,50
392,evaluated,2022-02-12 11:17:01.371493,2000,music,ambience,87,11,3,0,50
393,evaluated,2022-02-12 11:17:03.971384,2000,music,ambience,69,29,3,0,50
394,evaluated,2022-02-12 11:17:40.355334,2000,ambience,music,78,12,0,3,50
395,evaluated,2022-02-12 11:17:44.181445,2000,ambience,footsteps,67,27,0,1,50
396,evaluated,2022-02-12 11:17:45.802664,2000,ambience,horn,82,8,0,2,50
397,evaluated,2022-02-12 11:17:48.273181,2000,ambience,footsteps,81,12,0,1,50
398,deleted,2022-02-12 11:17:51.851823,2000,horn,ambience,39,29,2,0,50
399,evaluated,2022-02-12 11:17:53.997497,2000,ambience,footsteps,75,15,0,1,50
400,evaluated,2022-02-12 11:17:55.147663,2000,horn,ambience,60,20,2,0,50
401,evaluated,2022-02-12 11:17:57.097287,2000,ambience,horn,90,6,0,2,50
402,evaluated,2022-02-12 11:17:59.243423,2000,horn,ambience,61,35,2,0,50
403,evaluated,2022-02-12 11:18:02.219743,2000,horn,ambience,70,28,2,0,50
404,evaluated,2022-02-12 11:18:05.020754,2000,horn,ambience,71,25,2,0,50
405,evaluated,2022-02-12 11:18:07.143676,2000,horn,ambience,62,35,2,0,50
406,evaluated,2022-02-12 11:18:08.416349,2000,horn,ambience,76,19,2,0,50
407,deleted,2022-02-12 11:18:09.716385,2000,horn,ambience,41,30,2,0,50
408,deleted,2022-02-12 11:18:11.966894,2000,ambience,footsteps,39,30,0,1,50
409,evaluated,2022-02-12 11:18:14.740022,2000,ambience,horn,52,39,0,2,50
410,evaluated,2022-02-12 11:18:22.585780,2000,ambience,music,63,22,0,3,50
411,evaluated,2022-02-12 11:18:30.206604,2000,music,horn,76,19,3,2,50
412,evaluated,2022-02-12 11:18:32.233276,2000,ambience,music,67,28,0,3,50
413,evaluated,2022-02-12 11:18:38.806950,2000,ambience,music,99,0,0,3,50
414,evaluated,2022-02-12 11:19:09.114148,2000,horn,ambience,50,27,2,0,50
415,evaluated,2022-02-12 11:19:53.520891,2000,ambience,horn,95,2,0,2,50
416,evaluated,2022-02-12 11:26:27.891425,2000,ambience,music,90,6,0,3,50
417,evaluated,2022-02-12 11:27:23.715858,2000,ambience,music,70,14,0,3,50
418,evaluated,2022-02-12 11:28:15.567757,2000,horn,ambience,91,7,2,0,50
419,evaluated,2022-02-12 11:28:18.816217,2000,ambience,horn,95,3,0,2,50
420,evaluated,2022-02-12 11:28:55.049785,2000,ambience,horn,97,1,0,2,50
421,evaluated,2022-02-12 11:28:58.599897,2000,horn,ambience,70,25,2,0,50
422,evaluated,2022-02-12 11:29:02.122337,2000,ambience,footsteps,81,11,0,1,50
423,evaluated,2022-02-12 11:29:05.645917,2000,ambience,horn,86,10,0,2,50
424,evaluated,2022-02-12 11:29:09.191599,2000,horn,ambience,73,26,2,0,50
425,evaluated,2022-02-12 11:29:12.742406,2000,horn,ambience,51,30,2,0,50
426,evaluated,2022-02-12 11:29:16.312353,2000,horn,ambience,50,42,2,0,50
427,evaluated,2022-02-12 11:29:19.840235,2000,ambience,footsteps,90,5,0,1,50
428,evaluated,2022-02-12 11:29:21.936516,2000,ambience,horn,97,2,0,2,50
429,evaluated,2022-02-12 11:29:23.683557,2000,ambience,horn,66,33,0,2,50
430,evaluated,2022-02-12 11:29:25.757326,2000,ambience,horn,77,14,0,2,50
431,evaluated,2022-02-12 11:29:27.533817,2000,horn,ambience,60,37,2,0,50
432,deleted,2022-02-12 11:29:29.483688,2000,horn,ambience,48,45,2,0,50
433,evaluated,2022-02-12 11:29:33.383648,2000,ambience,horn,78,12,0,2,50
434,evaluated,2022-02-12 11:29:35.229699,2000,ambience,horn,62,36,0,2,50
435,evaluated,2022-02-12 11:29:37.178897,2000,ambience,horn,91,8,0,2,50
436,evaluated,2022-02-12 11:29:38.778809,2000,ambience,horn,80,17,0,2,50
437,evaluated,2022-02-12 11:29:45.151710,2000,ambience,horn,98,1,0,2,50
438,evaluated,2022-02-12 11:29:48.575030,2000,ambience,horn,55,36,0,2,50
439,evaluated,2022-02-12 11:29:50.897670,2000,horn,ambience,56,41,2,0,50
440,evaluated,2022-02-12 11:29:55.022432,2000,ambience,horn,52,46,0,2,50
441,evaluated,2022-02-12 11:29:57.346598,2000,horn,ambience,91,7,2,0,50
442,deleted,2022-02-12 11:30:00.995167,2000,footsteps,ambience,48,33,1,0,50
443,evaluated,2022-02-12 11:30:02.290001,2000,horn,music,83,11,2,3,50
444,evaluated,2022-02-12 11:30:08.264962,2000,horn,ambience,92,7,2,0,50
445,evaluated,2022-02-12 11:30:09.565829,2000,music,ambience,59,26,3,0,50
446,evaluated,2022-02-12 11:30:12.712387,2000,horn,ambience,90,8,2,0,50
447,evaluated,2022-02-12 11:30:16.086022,2000,horn,ambience,69,30,2,0,50
448,evaluated,2022-02-12 11:30:23.182372,2000,horn,ambience,62,32,2,0,50
449,evaluated,2022-02-12 11:30:25.981394,2000,horn,ambience,67,28,2,0,50
450,evaluated,2022-02-12 11:30:27.655003,2000,horn,ambience,96,3,2,0,50
451,evaluated,2022-02-12 11:30:30.406783,2000,ambience,horn,73,15,0,2,50
452,evaluated,2022-02-12 11:30:33.753848,2000,horn,ambience,79,19,2,0,50
453,evaluated,2022-02-12 11:30:36.053122,2000,horn,ambience,75,23,2,0,50
454,evaluated,2022-02-12 11:30:37.953429,2000,horn,ambience,67,24,2,0,50
455,evaluated,2022-02-12 11:30:40.602727,2000,ambience,horn,69,29,0,2,50
456,deleted,2022-02-12 11:30:46.452854,2000,horn,ambience,49,49,2,0,50
457,deleted,2022-02-12 11:30:50.095751,2000,horn,ambience,44,35,2,0,50
458,evaluated,2022-02-12 11:30:54.872220,2000,music,ambience,98,0,3,0,50
459,evaluated,2022-02-12 11:30:56.094246,2000,music,shout,99,0,3,4,50
460,evaluated,2022-02-12 11:31:02.188830,2000,horn,music,66,30,2,3,50
461,evaluated,2022-02-12 11:31:10.562373,2000,ambience,music,71,17,0,3,50
462,evaluated,2022-02-12 11:31:45.222021,2000,ambience,music,50,47,0,3,50
463,evaluated,2022-02-12 11:32:06.309892,2000,ambience,music,72,21,0,3,50
464,evaluated,2022-02-12 11:32:08.011588,2000,music,ambience,88,10,3,0,50
465,evaluated,2022-02-12 11:32:16.782855,2000,footsteps,ambience,94,5,1,0,50
466,evaluated,2022-02-12 11:32:21.982026,2000,footsteps,ambience,94,5,1,0,50
467,evaluated,2022-02-12 11:32:25.127189,2000,footsteps,ambience,86,13,1,0,50
468,evaluated,2022-02-12 11:32:26.677364,2000,ambience,music,96,2,0,3,50
469,evaluated,2022-02-12 11:32:56.689481,2000,ambience,music,72,27,0,3,50
470,evaluated,2022-02-12 11:33:02.337660,2000,ambience,music,70,12,0,3,50
471,evaluated,2022-02-12 11:33:06.486803,2000,ambience,footsteps,81,14,0,1,50
472,evaluated,2022-02-12 11:33:08.331071,2000,ambience,music,60,39,0,3,50
473,evaluated,2022-02-12 11:33:10.583117,2000,music,ambience,76,14,3,0,50
474,evaluated,2022-02-12 11:33:11.757630,2000,music,horn,99,0,3,2,50
475,evaluated,2022-02-12 11:33:13.630793,2000,music,ambience,71,25,3,0,50
476,evaluated,2022-02-12 11:33:19.156025,2000,ambience,music,96,1,0,3,50
477,evaluated,2022-02-12 11:33:23.102297,2000,ambience,music,68,24,0,3,50
478,evaluated,2022-02-12 11:33:27.225706,2000,ambience,music,99,0,0,3,50
479,evaluated,2022-02-12 11:34:49.838602,2000,music,horn,76,15,3,2,50
480,evaluated,2022-02-12 11:34:51.385790,2000,music,ambience,55,34,3,0,50
481,evaluated,2022-02-12 11:34:57.388544,2000,ambience,music,76,21,0,3,50
482,evaluated,2022-02-12 11:35:00.182747,2000,ambience,music,97,1,0,3,50
483,evaluated,2022-02-12 11:35:11.477577,2000,ambience,music,69,29,0,3,50
484,evaluated,2022-02-12 11:35:22.346852,2000,music,ambience,53,44,3,0,50
485,evaluated,2022-02-12 11:36:02.228664,2000,ambience,footsteps,69,26,0,1,50
486,evaluated,2022-02-12 11:36:07.426860,2000,ambience,music,80,18,0,3,50
487,evaluated,2022-02-12 11:36:15.771504,2000,footsteps,ambience,98,1,1,0,50
488,evaluated,2022-02-12 11:36:19.300959,2000,footsteps,ambience,70,28,1,0,50
489,evaluated,2022-02-12 11:36:20.945934,2000,music,ambience,94,3,3,0,50
490,evaluated,2022-02-12 11:36:22.146186,2000,ambience,music,51,46,0,3,50
491,evaluated,2022-02-12 11:36:28.095302,2000,footsteps,ambience,82,17,1,0,50
492,evaluated,2022-02-12 11:36:32.568728,2000,footsteps,ambience,92,7,1,0,50
493,evaluated,2022-02-12 11:36:36.811623,2000,music,ambience,91,8,3,0,50
494,evaluated,2022-02-12 11:36:39.462632,2000,music,ambience,66,30,3,0,50
495,evaluated,2022-02-12 11:36:41.637892,2000,ambience,footsteps,53,28,0,1,50
496,evaluated,2022-02-12 11:36:42.712192,2000,music,ambience,85,14,3,0,50
497,deleted,2022-02-12 11:36:45.086154,2000,ambience,music,48,32,0,3,50
498,evaluated,2022-02-12 11:36:48.233836,2000,music,ambience,64,35,3,0,50
499,deleted,2022-02-12 11:36:51.108866,2000,ambience,music,48,46,0,3,50
500,evaluated,2022-02-12 11:36:56.432247,2000,footsteps,ambience,97,2,1,0,50
501,evaluated,2022-02-12 11:36:57.705326,2000,music,footsteps,99,0,3,1,50
502,evaluated,2022-02-12 11:36:59.454613,2000,music,ambience,60,34,3,0,50
503,evaluated,2022-02-12 11:37:03.153851,2000,ambience,footsteps,83,12,0,1,50
504,evaluated,2022-02-12 11:37:05.001122,2000,ambience,music,78,19,0,3,50
505,evaluated,2022-02-12 11:37:06.673401,2000,ambience,footsteps,55,21,0,1,50
506,evaluated,2022-02-12 11:37:10.701559,2000,footsteps,ambience,86,13,1,0,50
507,evaluated,2022-02-12 11:37:13.473277,2000,music,ambience,93,5,3,0,50
508,evaluated,2022-02-12 11:37:19.171831,2000,footsteps,ambience,94,4,1,0,50
509,evaluated,2022-02-12 11:37:20.870889,2000,ambience,music,94,4,0,3,50
510,deleted,2022-02-12 11:37:32.089715,2000,ambience,footsteps,48,35,0,1,50
511,evaluated,2022-02-12 11:37:36.213936,2000,footsteps,ambience,92,7,1,0,50
512,evaluated,2022-02-12 11:37:37.537277,2000,music,ambience,67,30,3,0,50
513,evaluated,2022-02-12 11:37:42.861337,2000,footsteps,ambience,85,14,1,0,50
514,evaluated,2022-02-12 11:37:44.408182,2000,music,ambience,95,3,3,0,50
515,evaluated,2022-02-12 11:37:49.583672,2000,footsteps,ambience,91,8,1,0,50
516,evaluated,2022-02-12 11:37:53.280528,2000,footsteps,ambience,80,18,1,0,50
517,evaluated,2022-02-12 11:37:54.661387,2000,music,ambience,77,21,3,0,50
518,evaluated,2022-02-12 11:37:55.877348,2000,music,ambience,81,17,3,0,50
519,evaluated,2022-02-12 11:37:57.776940,2000,music,ambience,73,23,3,0,50
520,evaluated,2022-02-12 11:38:01.303006,2000,footsteps,ambience,63,34,1,0,50
521,evaluated,2022-02-12 11:38:03.625578,2000,music,ambience,87,6,3,0,50
522,evaluated,2022-02-12 11:38:05.348564,2000,ambience,music,93,5,0,3,50
523,evaluated,2022-02-12 11:38:12.497932,2000,footsteps,ambience,89,10,1,0,50
524,evaluated,2022-02-12 11:38:14.469774,2000,music,footsteps,99,0,3,1,50
525,evaluated,2022-02-12 11:38:18.267670,2000,footsteps,ambience,76,23,1,0,50
526,evaluated,2022-02-12 11:38:21.792938,2000,footsteps,ambience,97,2,1,0,50
527,evaluated,2022-02-12 11:38:22.864546,2000,music,ambience,87,12,3,0,50
528,evaluated,2022-02-12 11:38:38.359148,2000,ambience,music,95,3,0,3,50
529,evaluated,2022-02-12 11:38:43.257207,2000,footsteps,ambience,98,1,1,0,50
530,evaluated,2022-02-12 11:38:47.056379,2000,footsteps,ambience,91,7,1,0,50
531,evaluated,2022-02-12 11:38:48.430095,2000,ambience,music,74,23,0,3,50
532,evaluated,2022-02-12 11:38:50.478601,2000,music,shout,99,0,3,4,50
533,evaluated,2022-02-12 11:38:52.354270,2000,music,ambience,85,12,3,0,50
534,evaluated,2022-02-12 11:38:54.426612,2000,ambience,music,60,21,0,3,50
535,evaluated,2022-02-12 11:38:56.649839,2000,ambience,music,80,17,0,3,50
536,evaluated,2022-02-12 11:38:58.299839,2000,ambience,music,54,42,0,3,50
537,evaluated,2022-02-12 11:38:59.850231,2000,music,ambience,77,13,3,0,50
538,evaluated,2022-02-12 11:39:02.974276,2000,ambience,footsteps,60,37,0,1,50
539,evaluated,2022-02-12 11:39:05.221388,2000,ambience,footsteps,90,8,0,1,50
540,evaluated,2022-02-12 11:39:10.119477,2000,ambience,music,50,37,0,3,50
541,evaluated,2022-02-12 11:39:12.618148,2000,ambience,music,98,1,0,3,50
542,deleted,2022-02-12 11:39:15.517176,2000,music,ambience,41,39,3,0,50
543,evaluated,2022-02-12 11:39:18.688145,2000,ambience,footsteps,54,40,0,1,50
544,evaluated,2022-02-12 11:39:23.814996,2000,ambience,footsteps,75,23,0,1,50
545,evaluated,2022-02-12 11:39:28.985722,2000,music,ambience,95,2,3,0,50
546,evaluated,2022-02-12 11:39:30.109730,2000,music,footsteps,99,0,3,1,50
547,evaluated,2022-02-12 11:39:31.635166,2000,music,footsteps,96,1,3,1,50
548,evaluated,2022-02-12 11:39:35.535158,2000,footsteps,ambience,73,25,1,0,50
549,evaluated,2022-02-12 11:39:39.858115,2000,footsteps,ambience,99,0,1,0,50
550,evaluated,2022-02-12 11:39:43.405153,2000,footsteps,ambience,56,41,1,0,50
551,evaluated,2022-02-12 11:39:49.824629,2000,footsteps,ambience,96,3,1,0,50
552,evaluated,2022-02-12 11:39:53.077483,2000,ambience,footsteps,79,19,0,1,50
553,evaluated,2022-02-12 11:39:56.700213,2000,footsteps,ambience,91,8,1,0,50
554,evaluated,2022-02-12 11:40:00.497534,2000,ambience,footsteps,55,32,0,1,50
555,evaluated,2022-02-12 11:40:02.243916,2000,music,ambience,87,6,3,0,50
556,evaluated,2022-02-12 11:40:04.669834,2000,footsteps,ambience,69,26,1,0,50
557,evaluated,2022-02-12 11:40:39.607672,2000,ambience,music,98,1,0,3,50
558,evaluated,2022-02-12 11:40:49.251594,2000,ambience,footsteps,60,39,0,1,50
559,evaluated,2022-02-12 11:40:55.171353,2000,ambience,music,84,12,0,3,50
560,evaluated,2022-02-12 11:40:58.820481,2000,ambience,music,96,3,0,3,50
561,evaluated,2022-02-12 11:41:15.737932,2000,ambience,music,84,14,0,3,50
562,evaluated,2022-02-12 11:41:18.712935,2000,footsteps,ambience,87,12,1,0,50
563,deleted,2022-02-12 11:41:21.337042,2000,ambience,music,48,32,0,3,50
564,evaluated,2022-02-12 11:41:23.035264,2000,ambience,footsteps,86,12,0,1,50
565,evaluated,2022-02-12 11:41:26.033223,2000,ambience,footsteps,73,17,0,1,50
566,evaluated,2022-02-12 11:41:28.032194,2000,ambience,footsteps,91,3,0,1,50
567,evaluated,2022-02-12 11:41:30.532712,2000,ambience,footsteps,89,8,0,1,50
568,evaluated,2022-02-12 11:41:32.380711,2000,footsteps,ambience,58,26,1,0,50
569,evaluated,2022-02-12 11:41:33.528494,2000,music,ambience,99,0,3,0,50
570,evaluated,2022-02-12 11:41:36.129186,2000,ambience,footsteps,58,41,0,1,50
571,evaluated,2022-02-12 11:41:37.552365,2000,music,ambience,92,7,3,0,50
572,evaluated,2022-02-12 11:41:42.128220,2000,footsteps,ambience,98,1,1,0,50
573,evaluated,2022-02-12 11:41:44.271921,2000,music,footsteps,92,4,3,1,50
574,evaluated,2022-02-12 11:41:50.621610,2000,ambience,music,73,26,0,3,50
575,evaluated,2022-02-12 11:41:53.595507,2000,music,ambience,75,22,3,0,50
576,evaluated,2022-02-12 11:41:57.918677,2000,music,ambience,73,18,3,0,50
577,evaluated,2022-02-12 11:42:05.489828,2000,music,ambience,55,43,3,0,50
578,evaluated,2022-02-12 11:42:06.738462,2000,music,ambience,96,2,3,0,50
579,evaluated,2022-02-12 11:42:12.911765,2000,music,ambience,75,25,3,0,50
580,evaluated,2022-02-12 11:42:16.008346,2000,ambience,footsteps,99,0,0,1,50
581,evaluated,2022-02-12 11:42:18.683680,2000,music,ambience,95,4,3,0,50
582,evaluated,2022-02-12 11:42:45.745999,2000,ambience,music,89,8,0,3,50
583,deleted,2022-02-12 11:42:56.943144,2000,ambience,music,43,35,0,3,50
584,evaluated,2022-02-12 11:43:00.792502,2000,footsteps,ambience,99,0,1,0,50
585,evaluated,2022-02-12 11:43:04.890377,2000,footsteps,ambience,91,6,1,0,50
586,evaluated,2022-02-12 11:43:06.562638,2000,ambience,music,96,2,0,3,50
587,evaluated,2022-02-12 11:43:16.457885,2000,music,ambience,67,32,3,0,50
588,evaluated,2022-02-12 11:43:22.056514,2000,ambience,footsteps,50,32,0,1,50
589,evaluated,2022-02-12 11:43:23.453853,2000,music,ambience,94,4,3,0,50
590,evaluated,2022-02-12 11:43:32.025825,2000,ambience,music,98,0,0,3,50
591,evaluated,2022-02-12 11:43:33.074130,2000,music,shout,99,0,3,4,50
592,evaluated,2022-02-12 11:43:36.425327,2000,ambience,footsteps,95,3,0,1,50
593,evaluated,2022-02-12 11:43:43.568353,2000,footsteps,ambience,95,4,1,0,50
594,evaluated,2022-02-12 11:43:46.270106,2000,footsteps,ambience,62,35,1,0,50
595,evaluated,2022-02-12 11:43:49.593330,2000,footsteps,ambience,96,3,1,0,50
596,evaluated,2022-02-12 11:44:00.089492,2000,ambience,footsteps,72,25,0,1,50
597,evaluated,2022-02-12 11:44:10.959441,2000,ambience,music,62,25,0,3,50
598,evaluated,2022-02-12 11:44:14.908944,2000,footsteps,ambience,78,21,1,0,50
599,evaluated,2022-02-12 11:44:18.477199,2000,ambience,footsteps,98,1,0,1,50
600,evaluated,2022-02-12 11:44:22.053921,2000,footsteps,ambience,67,32,1,0,50
601,evaluated,2022-02-12 11:44:25.904361,2000,footsteps,ambience,75,24,1,0,50
602,evaluated,2022-02-12 11:44:29.425602,2000,ambience,footsteps,72,27,0,1,50
603,evaluated,2022-02-12 11:44:33.625633,2000,ambience,music,97,1,0,3,50
604,evaluated,2022-02-12 11:44:37.572879,2000,ambience,music,91,6,0,3,50
605,evaluated,2022-02-12 11:44:41.394710,2000,ambience,music,69,28,0,3,50
606,deleted,2022-02-12 11:44:44.943304,2000,music,ambience,48,42,3,0,50
607,deleted,2022-02-12 11:44:47.941858,2000,ambience,music,44,44,0,3,50
608,evaluated,2022-02-12 11:44:55.213747,2000,ambience,footsteps,85,6,0,1,50
609,evaluated,2022-02-12 11:45:01.784599,2000,ambience,horn,99,0,0,2,50
610,evaluated,2022-02-12 11:45:03.907751,2000,ambience,footsteps,99,0,0,1,50
611,evaluated,2022-02-12 11:45:07.358642,2000,ambience,horn,99,0,0,2,50
612,evaluated,2022-02-12 11:45:10.106966,2000,ambience,music,80,18,0,3,50
613,evaluated,2022-02-12 11:45:14.978818,2000,music,ambience,69,30,3,0,50
614,evaluated,2022-02-12 11:45:18.449454,2000,ambience,music,98,1,0,3,50
615,evaluated,2022-02-12 11:46:14.502640,2000,ambience,music,80,15,0,3,50
616,evaluated,2022-02-12 11:46:46.462741,2000,ambience,music,97,2,0,3,50
617,evaluated,2022-02-12 11:46:48.035991,2000,ambience,music,78,20,0,3,50
618,evaluated,2022-02-12 11:46:53.208869,2000,ambience,music,89,10,0,3,50
619,evaluated,2022-02-12 11:47:03.231828,2000,ambience,music,99,0,0,3,50
620,evaluated,2022-02-12 11:47:05.755179,2000,ambience,music,96,3,0,3,50
621,evaluated,2022-02-12 11:48:01.330145,2000,music,ambience,64,35,3,0,50
622,evaluated,2022-02-12 11:48:52.330672,2000,ambience,music,99,0,0,3,50
623,evaluated,2022-02-12 11:48:54.227156,2000,ambience,music,98,1,0,3,50
624,evaluated,2022-02-12 11:48:57.604709,2000,ambience,footsteps,99,0,0,1,50
625,evaluated,2022-02-12 11:49:04.299733,2000,ambience,music,96,3,0,3,50
626,evaluated,2022-02-12 11:49:17.094059,2000,ambience,footsteps,99,0,0,1,50
627,evaluated,2022-02-12 11:49:18.942700,2000,ambience,music,99,0,0,3,50
628,evaluated,2022-02-12 11:49:20.515179,2000,ambience,music,94,5,0,3,50
629,evaluated,2022-02-12 11:49:23.218304,2000,ambience,footsteps,99,0,0,1,50
630,evaluated,2022-02-12 11:49:27.141685,2000,ambience,footsteps,99,0,0,1,50
631,evaluated,2022-02-12 11:49:28.412838,2000,ambience,music,82,17,0,3,50
632,evaluated,2022-02-12 11:49:34.538541,2000,ambience,footsteps,99,0,0,1,50
633,evaluated,2022-02-12 11:49:36.432848,2000,ambience,footsteps,99,0,0,1,50
634,evaluated,2022-02-12 11:49:38.084945,2000,ambience,music,99,0,0,3,50
635,evaluated,2022-02-12 11:49:39.958584,2000,ambience,music,99,0,0,3,50
636,evaluated,2022-02-12 11:50:00.475600,2000,music,ambience,82,17,3,0,50
637,evaluated,2022-02-12 11:50:13.093347,2000,ambience,footsteps,99,0,0,1,50
638,evaluated,2022-02-12 11:50:23.564334,2000,ambience,music,88,8,0,3,50
639,evaluated,2022-02-12 11:50:26.788446,2000,ambience,music,98,0,0,3,50
640,evaluated,2022-02-12 11:50:28.662100,2000,ambience,music,99,0,0,3,50
641,evaluated,2022-02-12 11:50:34.559686,2000,ambience,music,99,0,0,3,50
642,evaluated,2022-02-12 11:50:37.907998,2000,ambience,music,99,0,0,3,50
643,evaluated,2022-02-12 11:50:41.681269,2000,ambience,music,99,0,0,3,50
644,evaluated,2022-02-12 11:50:44.380589,2000,ambience,footsteps,99,0,0,1,50
645,evaluated,2022-02-12 11:50:49.857817,2000,ambience,music,80,19,0,3,50
